No,frame,x,y
5.0,60.0,837.0,423.0
6.0,60.0,857.0,429.0
7.0,60.0,877.0,432.0
8.0,60.0,899.0,431.0
9.0,60.0,918.0,428.0
10.0,60.0,934.0,422.0
11.0,60.0,949.0,414.0
12.0,60.0,960.0,401.0
13.0,60.0,966.0,386.0
14.0,60.0,969.0,368.0
15.0,60.0,968.0,349.0
16.0,60.0,967.0,331.0
17.0,60.0,825.0,305.0
18.0,60.0,833.0,291.0
19.0,60.0,847.0,282.0
20.0,60.0,863.0,281.0
21.0,60.0,878.0,285.0
22.0,60.0,896.0,285.0
23.0,60.0,910.0,281.0
24.0,60.0,925.0,281.0
25.0,60.0,938.0,288.0
26.0,60.0,945.0,300.0
27.0,60.0,889.0,303.0
28.0,60.0,890.0,310.0
29.0,60.0,891.0,316.0
30.0,60.0,892.0,323.0
31.0,60.0,874.0,344.0
32.0,60.0,884.0,345.0
33.0,60.0,893.0,346.0
34.0,60.0,901.0,344.0
35.0,60.0,909.0,343.0
36.0,60.0,844.0,314.0
37.0,60.0,851.0,310.0
38.0,60.0,859.0,308.0
39.0,60.0,867.0,311.0
40.0,60.0,860.0,312.0
41.0,60.0,852.0,313.0
42.0,60.0,908.0,310.0
43.0,60.0,916.0,307.0
44.0,60.0,923.0,308.0
45.0,60.0,931.0,311.0
46.0,60.0,923.0,311.0
47.0,60.0,916.0,310.0
48.0,60.0,865.0,381.0
49.0,60.0,876.0,367.0
50.0,60.0,887.0,361.0
51.0,60.0,894.0,362.0
52.0,60.0,901.0,360.0
53.0,60.0,911.0,366.0
54.0,60.0,921.0,378.0
55.0,60.0,911.0,380.0
56.0,60.0,902.0,380.0
57.0,60.0,895.0,380.0
58.0,60.0,887.0,381.0
59.0,60.0,877.0,381.0
60.0,60.0,870.0,378.0
61.0,60.0,887.0,370.0
62.0,60.0,894.0,370.0
63.0,60.0,901.0,370.0
64.0,60.0,915.0,376.0
65.0,60.0,901.0,370.0
66.0,60.0,894.0,371.0
67.0,60.0,887.0,371.0
0.0,61.0,805.0,343.0
1.0,61.0,807.0,361.0
2.0,61.0,809.0,379.0
3.0,61.0,815.0,396.0
4.0,61.0,825.0,410.0
5.0,61.0,839.0,421.0
6.0,61.0,857.0,429.0
7.0,61.0,876.0,433.0
8.0,61.0,896.0,433.0
9.0,61.0,916.0,430.0
10.0,61.0,932.0,423.0
11.0,61.0,947.0,414.0
12.0,61.0,959.0,401.0
13.0,61.0,965.0,385.0
14.0,61.0,967.0,365.0
15.0,61.0,964.0,346.0
16.0,61.0,961.0,326.0
17.0,61.0,825.0,309.0
18.0,61.0,832.0,296.0
19.0,61.0,845.0,287.0
20.0,61.0,860.0,285.0
21.0,61.0,875.0,288.0
22.0,61.0,890.0,285.0
23.0,61.0,903.0,278.0
24.0,61.0,917.0,276.0
25.0,61.0,930.0,280.0
26.0,61.0,939.0,292.0
27.0,61.0,885.0,305.0
28.0,61.0,887.0,312.0
29.0,61.0,889.0,320.0
30.0,61.0,890.0,328.0
31.0,61.0,874.0,349.0
32.0,61.0,883.0,349.0
33.0,61.0,892.0,350.0
34.0,61.0,900.0,348.0
35.0,61.0,908.0,346.0
36.0,61.0,843.0,319.0
37.0,61.0,849.0,314.0
38.0,61.0,858.0,312.0
39.0,61.0,867.0,315.0
40.0,61.0,859.0,317.0
41.0,61.0,851.0,318.0
42.0,61.0,904.0,310.0
43.0,61.0,912.0,304.0
44.0,61.0,920.0,303.0
45.0,61.0,928.0,306.0
46.0,61.0,921.0,308.0
47.0,61.0,913.0,310.0
48.0,61.0,863.0,385.0
49.0,61.0,873.0,372.0
50.0,61.0,884.0,364.0
51.0,61.0,891.0,366.0
52.0,61.0,898.0,364.0
53.0,61.0,909.0,369.0
54.0,61.0,920.0,380.0
55.0,61.0,910.0,384.0
56.0,61.0,901.0,386.0
57.0,61.0,893.0,387.0
58.0,61.0,886.0,387.0
59.0,61.0,875.0,387.0
60.0,61.0,868.0,382.0
61.0,61.0,885.0,374.0
62.0,61.0,892.0,373.0
63.0,61.0,899.0,373.0
64.0,61.0,915.0,379.0
65.0,61.0,899.0,376.0
66.0,61.0,892.0,377.0
67.0,61.0,885.0,377.0
